rating,easy,medium,hard,acceptance,weekly,score
2267,227,143,78,30,1,3014
2267,42,52,40,60,0,2533
2267,106,234,138,70,0,3255
2267,206,140,14,40,0,2795
2267,130,155,57,75,0,2878
2267,15,10,2,60,0,2308
2267,185,165,91,85,27,3055
2267,51,78,139,60,0,2891
2267,50,86,39,40,0,2606
2267,45,48,53,60,16,2567
2267,175,153,91,35,5,3021
2266,58,52,92,40,0,2704
2266,43,28,18,70,0,2419
2266,119,111,97,75,0,2898
2266,29,37,256,55,0,3137
2266,118,61,17,60,0,2557
2266,144,103,103,10,0,2925
2266,186,156,97,40,0,3055
2266,120,167,121,65,6,3083
2265,23,93,146,40,0,2912
2265,85,54,99,45,0,2755
2265,80,68,28,15,0,2565
2265,156,125,70,45,0,2881
2265,40,28,207,40,0,2982
2265,235,127,142,25,3,3180
2265,82,357,59,50,0,3238
2265,59,51,38,50,0,2540
2265,65,103,49,30,0,2683
2265,186,189,49,50,0,2976
2264,75,102,84,60,0,2795
2264,71,49,54,55,0,2595
2264,0,0,208,30,8,2888
2264,77,68,28,25,26,2561
2264,61,53,88,55,0,2695
2264,87,60,125,70,0,2846
2264,39,39,165,40,4,2876
2264,65,110,219,55,15,3206
2264,198,136,93,50,1,3013
2264,43,108,251,80,15,3276
2263,201,178,174,95,0,3342
2263,105,138,144,55,0,3076
2263,18,224,227,85,23,3410
2263,85,133,74,50,0,2836
2263,450,87,14,90,0,2929
2263,77,117,95,70,11,2859
2263,142,118,129,55,0,3028
2263,114,112,243,45,0,3330
2263,165,146,110,60,17,3050
2263,82,114,231,50,11,3266
2263,86,91,171,60,1,3044
2263,112,94,211,45,0,3196
2262,152,99,58,60,0,2786
2262,91,94,161,20,6,3024
2262,20,21,6,30,0,2342
2262,192,175,73,70,0,3023
2262,32,16,5,85,0,2341
2262,133,137,80,65,0,2909
2262,110,98,121,30,7,2931
2262,51,80,210,30,17,3103
2261,93,108,31,55,0,2663
2261,52,60,137,45,0,2844
2261,54,102,170,15,4,3029
2261,136,119,131,70,0,3028
2261,190,216,47,50,1,3024
2260,123,150,130,45,0,3073
2260,126,122,54,30,0,2792
2260,66,84,146,60,0,2932
2260,112,84,152,60,0,2996
2260,94,84,51,75,2,2675
2260,126,64,13,5,0,2553
2259,94,66,25,40,0,2560
2259,162,152,209,65,11,3352
2259,32,38,71,70,0,2580
2259,98,112,102,30,0,2887
2259,212,147,124,50,4,3137
2259,279,181,89,80,40,3167
2258,123,48,25,35,0,2552
2258,99,69,25,45,6,2570
2258,108,93,135,15,0,2957
2258,135,126,6,45,50,2663
2258,22,143,171,55,0,3079
2258,199,148,116,55,10,3101
2257,134,135,91,70,0,2934
2257,163,129,73,30,0,2897
2257,31,55,12,45,0,2434
2257,67,59,130,10,0,2832
2256,62,54,181,45,0,2969
2256,78,76,33,10,4,2585
2256,148,175,66,45,0,2952
2256,100,207,82,50,9,3016
2256,191,129,63,75,0,2894
2256,46,24,14,80,0,2392
2256,34,31,121,55,0,2715
2256,46,67,148,65,0,2880
2256,106,103,125,45,0,2943
2256,46,41,22,55,1,2450
2256,56,135,88,55,0,2846
2255,48,38,14,70,0,2421
2255,47,67,182,45,1,2982
2255,52,242,68,60,0,2995
2255,236,159,178,75,0,3343
2255,37,29,21,50,0,2413
2254,203,129,130,15,0,3105
2254,181,128,52,40,7,2847
2254,242,159,100,30,0,3114
2254,127,89,51,50,0,2712
2254,326,153,74,50,4,3108
2254,27,17,7,50,0,2336
2254,33,50,27,55,0,2468
2254,12,17,11,60,0,2333
2253,138,138,161,50,0,3150
2253,108,107,70,40,0,2785
2253,123,101,67,25,8,2779
2253,42,37,22,40,0,2435
2253,264,179,201,80,0,3478
2253,178,133,110,50,0,3027
2253,232,94,15,75,0,2718
2253,26,23,12,30,0,2361
2253,54,50,17,60,0,2458
2253,31,42,263,50,1,3157
2252,93,76,196,65,5,3085
2252,251,194,62,95,0,3077
2252,30,36,22,20,0,2420
2252,99,39,7,65,1,2450
2252,111,49,18,25,0,2515
2252,181,118,94,40,0,2951
2252,41,29,70,50,2,2561
2252,62,54,24,50,0,2494
2251,126,98,53,50,0,2732
2251,52,46,93,55,0,2674
2251,83,53,43,70,0,2569
2251,172,109,18,80,0,2695
2251,57,55,136,20,3,2826
2251,89,71,22,60,2,2548
2251,91,51,24,65,0,2516
2251,279,189,106,70,24,3226
2251,171,113,63,15,0,2837
2251,16,20,371,65,3,3420
2250,99,84,104,45,2,2829
2250,15,4,8,75,0,2297
2250,32,29,40,15,1,2460
2250,50,92,47,50,0,2625
2250,84,124,271,65,1,3395
2250,114,54,62,60,0,2658
2250,230,99,17,75,0,2729
2249,140,104,43,35,1,2726
2249,253,184,76,45,8,3098
2249,138,51,13,5,0,2528
2249,20,11,14,70,0,2333
2249,419,168,38,75,0,3118
2249,134,72,21,50,0,2590
2249,25,16,3,5,0,2315
2249,61,29,5,80,0,2383
2249,2,4,2,5,0,2265
2249,236,178,90,90,0,3111
2249,53,50,34,35,0,2504
2249,22,10,2,40,0,2297
2248,100,57,26,10,0,2540
2248,17,14,11,40,0,2326
2248,9,16,438,85,2,3603
2248,179,93,24,35,0,2685
2247,87,101,187,50,0,3097
2247,161,116,40,45,4,2760
2247,87,78,44,50,0,2622
2247,131,217,180,75,0,3352
2247,137,151,87,35,1,2947
2247,33,24,6,35,0,2346
2247,40,53,206,60,0,3011
2247,196,203,44,20,0,2981
2247,159,135,109,40,0,3003
2246,241,121,21,35,0,2792
2246,209,128,72,80,2,2927
2246,37,23,3,65,0,2338
2246,286,170,72,55,4,3088
2246,141,123,54,40,0,2795
2246,11,7,4,45,0,2283
2246,62,66,55,0,1,2605
2246,58,26,2,65,0,2362
2245,207,121,87,40,9,2955
2245,207,134,60,70,0,2900
2245,80,64,26,45,4,2531
2245,124,117,108,70,0,2927
2245,142,97,103,40,0,2890
2245,432,208,33,65,0,3192
2245,190,125,78,70,2,2919
2245,81,87,27,70,0,2581
2245,109,93,128,45,0,2924
2244,150,96,53,55,0,2745
2244,108,92,186,25,0,3094
2244,92,90,82,30,0,2762
2244,260,143,31,25,6,2883
2244,176,189,86,40,2,3056
2244,145,163,104,25,0,3027
2244,164,134,70,70,0,2886
2243,193,147,80,80,0,2970
2243,150,107,52,45,3,2763
2243,82,125,171,55,0,3088
2243,225,164,76,65,1,3024
2243,43,48,84,35,0,2634
2243,25,27,66,40,0,2520
2243,196,139,45,30,7,2852
2243,171,178,34,45,0,2872
2242,10,6,6,35,0,2282
2242,129,119,86,45,0,2867
2242,153,66,69,40,0,2734
2242,152,76,43,85,0,2675
2242,218,155,22,60,0,2836
2242,148,151,170,60,6,3202
2242,32,23,179,30,0,2857
2241,201,120,35,5,0,2787
2241,25,20,11,50,0,2339
2241,9,20,323,50,48,3259
2241,146,99,61,50,5,2768
2241,31,13,1,60,0,2301
2241,29,26,13,25,5,2361
2240,149,128,140,65,0,3065
2240,76,60,79,30,11,2673
2240,53,72,175,40,0,2962
2240,99,148,124,0,3,3007
2240,129,144,73,20,0,2876
2240,109,100,143,35,0,2978
2240,21,12,4,55,0,2297
2240,181,143,54,40,0,2869
2239,112,78,27,55,0,2588
2239,68,40,36,50,0,2495
2239,90,61,20,65,0,2511
2239,17,72,32,55,1,2496
2239,72,113,172,40,0,3053
2239,208,154,107,65,6,3076
2239,154,147,40,50,0,2807
2239,125,103,147,50,21,3011
2239,30,20,2,30,0,2315
2239,70,93,46,65,2,2633
2238,45,20,2,60,0,2329
2238,116,76,16,75,5,2554
2238,139,153,144,65,0,3115
2238,80,86,121,60,24,2853
2238,71,54,20,30,0,2477
2238,80,72,14,65,0,2504
2238,269,178,69,45,5,3070
2238,225,79,65,65,7,2816
2238,66,31,7,75,0,2387
2238,186,149,87,65,0,2983
2238,72,81,33,75,0,2571
2238,130,60,49,80,0,2635
2238,110,75,155,40,0,2963
2238,340,161,35,50,0,3005
2237,196,130,207,55,0,3314
2237,127,100,120,15,1,2924
2237,48,123,93,40,0,2810
2237,295,143,65,85,5,3013
2237,181,111,83,55,0,2889
2237,52,97,95,50,0,2768
2236,181,199,187,5,15,3376
2236,118,121,109,35,5,2923
2236,75,78,27,35,0,2548
2236,46,38,13,70,0,2397
2236,35,17,2,50,0,2311
2236,13,22,7,20,0,2314
2236,114,113,47,25,0,2717
2236,75,79,124,65,7,2841
